Timestamp,Year Won,Category Won,Who Won?,What Show Was It? (Might Be Same as Last)
11/24/2021 10:44:21,1977,Best Performance by an Actor in a Leading Role in a Play,Al Pacino,The Basic Training of Pavlo Hummel
11/24/2021 10:44:47,1977,Best Performance by an Actress in a Leading Role in a Musical,Dorothy Loudon,Annie
11/24/2021 10:45:28,1977,Best Performance by an Actress in a Leading Role in a Play,Julie Harris,The Belle of Amherst
11/24/2021 10:46:08,1977,Best Performance by an Actor in a Featured Role in a Musical,Lenny Baker,I Love My Wife
11/24/2021 10:46:51,1977,Best Performance by an Actor in a Featured Role in a Play,Jonathan Pryce,Comedians
11/24/2021 10:48:22,1977,Best Performance by an Actress in a Featured Role in a Musical,Delores Hall,Your Arm's Too Short to Box With God
11/24/2021 10:49:40,1977,Best Performance by an Actress in a Featured Role in a Play,Trazana Beverley,For Colored Girls Who Have Considered Suicide\When the Rainbow is Enuf
11/24/2021 10:50:03,1977,Best Book of a Musical,Thomas Meehan,Annie
11/24/2021 10:50:25,1977,Best Choreography,Peter Gennaro,Annie
11/24/2021 10:51:05,1977,Best Costume Design of a Musical,Theoni V. Aldredge,Annie
11/24/2021 10:51:46,1977,Best Costume Design of a Play,Santo Loquasto,The Cherry Orchard
11/24/2021 10:52:13,1977,Best Direction of a Musical,Gene Saks,I Love My Wife
11/24/2021 10:52:45,1977,Best Direction of a Play,Gordon Davidson,The Shadow Box
11/24/2021 10:53:20,1977,Best Lighting Design of a Play,Jennifer Tipton,The Cherry Orchard
11/24/2021 10:53:45,1977,Best Musical,Annie,Annie
11/24/2021 10:55:03,1977,Best Original Score,Charles Strouse,Annie
11/24/2021 10:55:03,1977,Best Original Score,Martin Charnin,Annie
11/24/2021 10:55:27,1977,Best Play,The Shadow Box,The Shadow Box
11/24/2021 10:57:06,1977,Best Revival of a Musical,Porgy and Bess,Porgy and Bess
11/24/2021 10:59:46,1977,Best Scenic Design of a Musical,David Mitchell,Annie
11/24/2021 11:02:46,1978,Best Performance by an Actor in a Leading Role in a Musical,John Cullum,On the Twentieth Century
11/24/2021 11:04:13,1978,Best Performance by an Actor in a Leading Role in a Play,Barnard Hughes,Da
11/24/2021 11:05:29,1978,Best Performance by an Actress in a Leading Role in a Musical,Liza Minnelli,The Act
11/24/2021 11:06:07,1978,Best Performance by an Actress in a Leading Role in a Play,Jessica Tandy,The Gin Game
11/24/2021 11:06:45,1978,Best Performance by an Actor in a Featured Role in a Musical,Kevin Kline,On the Twentieth Century
11/24/2021 11:10:38,1978,Best Performance by an Actor in a Featured Role in a Play,Lester Rawlins,Da
11/24/2021 11:12:20,1978,Best Performance by an Actress in a Featured Role in a Musical,Nell Carter,Ain't Misbehavin'
11/24/2021 11:13:06,1978,Best Performance by an Actress in a Featured Role in a Play,Ann Wedgeworth,Chapter Two
11/24/2021 11:14:43,1978,Best Book of a Musical,Betty Comden,On the Twentieth Century
11/24/2021 11:14:43,1978,Best Book of a Musical,Adolph Green,On the Twentieth Century
11/24/2021 11:15:04,1978,Best Choreography,Bob Fosse,Dancin'
11/24/2021 11:16:09,1978,Best Costume Design of a Play, Edward Gorey,Dracula
11/24/2021 11:17:50,1978,Best Direction of a Musical,Richard Maltby Jr.,Ain't Misbehavin'
11/24/2021 11:18:51,1978,Best Direction of a Play,Melvin Bernhardt,Da
11/24/2021 11:19:48,1978,Best Lighting Design of a Musical,Jules Fisher,Dancin'
11/24/2021 11:22:24,1978,Best Musical,Ain't Misbehavin',Ain't Misbehavin'
11/24/2021 11:23:56,1978,Best Original Score,Cy Coleman,On the Twentieth Century
11/24/2021 11:23:56,1978,Best Original Score,Betty Comden,On the Twentieth Century
11/24/2021 11:23:56,1978,Best Original Score,Adolph Green,On the Twentieth Century
11/24/2021 11:24:11,1978,Best Play,Da,Da
11/24/2021 11:25:08,1978,Best Revival of a Play,Dracula,Dracula
11/24/2021 11:25:33,1978,Best Scenic Design of a Musical,Robin Wagner,On the Twentieth Century
11/24/2021 13:45:54,1979,Best Performance by an Actor in a Leading Role in a Musical,Len Cariou,Sweeney Todd
11/24/2021 13:46:21,1979,Best Performance by an Actor in a Leading Role in a Play,Tom Conti,Who's Life Is It Anyway?
11/24/2021 13:46:46,1979,Best Performance by an Actress in a Leading Role in a Musical,Angela Lansbury,Sweeney Todd
11/24/2021 13:47:09,1979,Best Performance by an Actress in a Leading Role in a Play,Constance Cummings,Wings
11/24/2021 13:49:24,1979,Best Performance by an Actress in a Leading Role in a Play,Carole Shelley,The Elephant Man
11/24/2021 13:49:51,1979,Best Performance by an Actor in a Featured Role in a Musical,Henderson Forsythe,The Best Little Whorehouse in Texas
11/24/2021 13:50:16,1979,Best Performance by an Actor in a Featured Role in a Play,Michael Gough,Bedroom Farce
11/24/2021 13:50:46,1979,Best Performance by an Actress in a Featured Role in a Musical,Carlin Glynn,The Best Little Whorehouse in Texas
11/24/2021 13:51:09,1979,Best Performance by an Actress in a Featured Role in a Play,Joan Hickson,Bedroom Farce
11/24/2021 13:51:27,1979,Best Book of a Musical,Hugh Wheeler,Sweeney Todd
11/24/2021 13:53:50,1979,Best Choreography,Michael Bennett,Ballroom
11/24/2021 13:53:50,1979,Best Choreography,Bob Avian,Ballroom
11/24/2021 13:55:29,1979,Best Costume Design of a Musical,Franne Lee,Sweeney Todd
11/24/2021 13:56:15,1979,Best Direction of a Musical,Harold Prince,Sweeney Todd
11/24/2021 13:56:41,1979,Best Direction of a Play,Jack Hofsiss,The Elephant Man
11/24/2021 13:58:39,1979,Best Lighting Design of a Play,Roger Morgan,The Crucifer of Blood
11/24/2021 13:58:57,1979,Best Musical,Sweeney Todd,Sweeney Todd
11/24/2021 13:59:50,1979,Best Original Score,Stephen Sondheim,Sweeney Todd
11/24/2021 14:00:10,1979,Best Play,The Elephant Man,The Elephant Man
11/24/2021 14:00:32,1979,Best Scenic Design of a Musical,Eugene Lee,Sweeney Todd
11/24/2021 14:06:39,1980,Best Performance by an Actor in a Leading Role in a Musical,Jim Dale,Barnum
11/24/2021 14:07:05,1980,Best Performance by an Actor in a Leading Role in a Play,John Rubinstein,Children of a Lesser God
11/24/2021 14:07:32,1980,Best Performance by an Actress in a Leading Role in a Musical,Patti LuPone,Evita
11/24/2021 14:07:52,1980,Best Performance by an Actress in a Leading Role in a Play,Phyllis Frelich,Children of a Lesser God
11/24/2021 14:08:34,1980,Best Performance by an Actor in a Featured Role in a Musical,Mandy Patinkin,Evita
11/24/2021 14:10:23,1980,Best Performance by an Actor in a Featured Role in a Play,David Rounds,Morning's at Seven
11/24/2021 14:11:18,1980,Best Performance by an Actress in a Featured Role in a Musical,Priscilla Lopez,A Day in Hollywood\A Night in the Ukraine
11/24/2021 14:11:59,1980,Best Performance by an Actress in a Featured Role in a Play,Dinah Manoff,I Ought to be in Pictures
11/24/2021 14:12:15,1980,Best Book of a Musical,Tim Rice,Evita
11/24/2021 14:13:28,1980,Best Choreography,Thommie Walsh,A Day in Hollywood\A Night in the Ukraine
11/24/2021 14:13:28,1980,Best Choreography,Tommy Tune,A Day in Hollywood\A Night in the Ukraine
11/24/2021 14:13:54,1980,Best Costume Design of a Musical,Theoni V. Aldredge,Barnum
11/24/2021 14:14:13,1980,Best Direction of a Musical,Harold Prince,Evita
11/24/2021 14:15:08,1980,Best Direction of a Play,Vivian Matalon,Morning's at Seven
11/24/2021 14:15:35,1980,Best Lighting Design of a Musical,David Hersey,Evita
11/24/2021 14:15:46,1980,Best Musical,Evita,Evita
11/24/2021 14:16:14,1980,Best Original Score,Andrew Lloyd Webber,Evita
11/24/2021 14:16:14,1980,Best Original Score,Tim Rice,Evita
11/24/2021 14:16:32,1980,Best Play,Children of a Lesser God,Children of a Lesser God
11/24/2021 14:16:58,1980,Best Revival of a Play,Morning's at Seven,Morning's at Seven
11/24/2021 14:17:23,1980,Best Scenic Design of a Play,John Lee Beatty,Talley's Folly
11/24/2021 14:17:45,1980,Best Scenic Design of a Musical,David Mitchell,Barnum
11/24/2021 14:29:11,1981,Best Performance by an Actor in a Leading Role in a Musical,Kevin Kline,The Pirates of Penzance
11/24/2021 14:29:28,1981,Best Performance by an Actor in a Leading Role in a Play,Ian Mckellan,Amadeus
11/24/2021 14:29:53,1981,Best Performance by an Actress in a Leading Role in a Musical,Lauren Bacall,Woman of the Year
11/24/2021 14:30:10,1981,Best Performance by an Actress in a Leading Role in a Play,Jane Lapotaire,Piaf
11/24/2021 14:32:01,1981,Best Performance by an Actor in a Featured Role in a Musical,Hinton Battle,Sophisticated Ladies
11/24/2021 14:32:35,1981,Best Performance by an Actor in a Featured Role in a Play,Brian Backer,The Floating Light Bulb
11/24/2021 14:32:58,1981,Best Performance by an Actress in a Featured Role in a Musical,Marilyn Cooper,Woman of the Year
11/24/2021 14:33:22,1981,Best Performance by an Actress in a Featured Role in a Play,Swoosie Kurtz,Fifth of July
11/24/2021 14:33:41,1981,Best Book of a Musical,Woman of the Year,Peter Stone
11/24/2021 14:34:07,1981,Best Choreography,Gower Champion,42nd Street
11/24/2021 14:34:39,1981,Best Costume Design of a Musical,Willa Kim,Sophisticated Ladies
11/24/2021 14:35:02,1981,Best Direction of a Musical,Wilford Leach,The Pirates of Penzance
11/24/2021 14:36:24,1981,Best Direction of a Play,Peter Hall,Amadeus
11/24/2021 14:36:48,1981,Best Lighting Design of a Musical,John Bury,Amadeus
11/24/2021 14:37:19,1981,Best Musical,42nd Street,42nd Street
11/24/2021 14:37:53,1981,Best Original Score,John Kander,Woman of the Year
11/24/2021 14:37:53,1981,Best Original Score,Fred Ebb,Woman of the Year
11/24/2021 14:38:06,1981,Best Play,Amadeus,Amadeus
11/24/2021 14:38:32,1981,Best Revival of a Musical,The Pirates of Penzance,The Pirates of Penzance
11/24/2021 14:39:05,1981,Best Scenic Design of a Play,John Bury,Amadeus
11/24/2021 14:41:06,1982,Best Performance by an Actor in a Leading Role in a Musical,Ben Harney,Dreamgirls
11/24/2021 14:42:30,1982,Best Performance by an Actor in a Leading Role in a Play,Roger Rees,The Life and Adventures of Nicholas Nickleby
11/24/2021 14:43:02,1982,Best Performance by an Actress in a Leading Role in a Musical,Jennifer Holliday,Dreamgirls
11/24/2021 14:43:20,1982,Best Performance by an Actress in a Leading Role in a Play,Zoe Caldwell,Medea
11/24/2021 14:43:38,1982,Best Performance by an Actor in a Featured Role in a Musical,Cleavant Derricks,Dreamgirls
11/24/2021 14:44:25,1982,Best Performance by an Actor in a Featured Role in a Play,Zakes Mokae,Master Harold...and the Boys
11/24/2021 14:44:52,1982,Best Performance by an Actress in a Featured Role in a Musical,Liliane Montevecchi,Nine
11/24/2021 14:45:13,1982,Best Performance by an Actress in a Featured Role in a Play,Amanda Plummer,Agnes of God
11/24/2021 14:45:27,1982,Best Book of a Musical,Tom Eyen,Dreamgirls
11/24/2021 14:45:50,1982,Best Choreography,Michael Bennett,Dreamgirls
11/24/2021 14:45:50,1982,Best Choreography,Michael Peters,Dreamgirls
11/24/2021 14:46:06,1982,Best Costume Design of a Musical,William Ivey Long,Nine
11/24/2021 14:47:57,1982,Best Direction of a Musical,Tommy Tune,Nine
11/24/2021 14:48:18,1982,Best Direction of a Play,Trevor Nunn,The Life and Adventures of Nicholas Nickleby
11/24/2021 14:48:18,1982,Best Direction of a Play,John Caird,The Life and Adventures of Nicholas Nickleby
11/24/2021 14:48:40,1982,Best Lighting Design of a Musical,Tharon Musser,Dreamgirls
11/24/2021 14:48:53,1982,Best Musical,Nine,Nine
11/24/2021 14:49:33,1982,Best Original Score,Maury Yeston,Nine
11/24/2021 14:49:48,1982,Best Play,The Life and Adventures of Nicholas Nickleby,The Life and Adventures of Nicholas Nickleby
11/24/2021 14:50:08,1982,Best Revival of a Play,Othello,Othello
11/24/2021 14:50:34,1982,Best Scenic Design of a Play,John Napier,The Life and Adventures of Nicholas Nickleby
11/24/2021 14:50:34,1982,Best Scenic Design of a Play,Dermot Hayes,The Life and Adventures of Nicholas Nickleby
11/24/2021 14:57:47,1983,Best Performance by an Actor in a Leading Role in a Musical,Tommy Tune,My One and Only
11/24/2021 14:58:40,1983,Best Performance by an Actor in a Leading Role in a Play,Harvey Fierstein,Torch Song Trilogy
11/24/2021 14:59:12,1983,Best Performance by an Actress in a Leading Role in a Musical,Natalia Makarova,On Your Toes
11/24/2021 14:59:37,1983,Best Performance by an Actress in a Leading Role in a Play,Jessica Tandy,Foxfire
11/24/2021 15:00:09,1983,Best Performance by an Actor in a Featured Role in a Musical,Charles Honi Coles,My One and Only
11/24/2021 15:01:26,1983,Best Performance by an Actor in a Featured Role in a Play,Matthew Broderick,Brighton Beach Memoirs
11/24/2021 15:01:44,1983,Best Performance by an Actress in a Leading Role in a Musical,Betty Buckley,Cats
11/24/2021 15:02:54,1983,Best Performance by an Actress in a Featured Role in a Play,Judith Ivey,Steaming
11/24/2021 15:03:40,1983,Best Book of a Musical,T.S. Eliot,Cats
11/24/2021 15:05:23,1983,Best Choreography,Tommy Tune,My One and Only
11/24/2021 15:05:23,1983,Best Choreography,Thommie Walsh,My One and Only
11/24/2021 15:05:38,1983,Best Costume Design of a Musical,John Napier,Cats
11/24/2021 15:06:03,1983,Best Direction of a Musical,Trevor Nunn,Cats
11/24/2021 15:06:23,1983,Best Direction of a Play,Gene Saks,Brighton Beach Memoirs
11/24/2021 15:07:25,1983,Best Lighting Design of a Musical,David Hersey,Cats
11/24/2021 15:07:42,1983,Best Musical,Cats,Cats
11/24/2021 15:08:07,1983,Best Original Score,T.S Eliot,Cats
11/24/2021 15:08:07,1983,Best Original Score,Andrew Lloyd Webber,Cats
11/24/2021 15:08:24,1983,Best Play,Torch Song Trilogy,Torch Song Trilogy
11/24/2021 15:08:55,1983,Best Revival of a Musical,On Your Toes,On Your Toes
11/24/2021 15:09:24,1983,Best Scenic Design of a Play,Ming Cho Lee,K2
11/24/2021 15:14:44,1984,Best Performance by an Actor in a Leading Role in a Musical,George Hearn,La Cage aux Folles
11/24/2021 15:15:03,1984,Best Performance by an Actor in a Leading Role in a Play,Jeremy Irons,The Real Thing
11/24/2021 15:15:36,1984,Best Performance by an Actress in a Leading Role in a Musical,Chita Rivera,The Rink
11/24/2021 15:15:54,1984,Best Performance by an Actress in a Leading Role in a Play,Glenn Close,The Real Thing
11/24/2021 15:16:11,1984,Best Performance by an Actor in a Featured Role in a Musical,Hinton Battle,The Tap Dance Kid
11/24/2021 15:16:35,1984,Best Performance by an Actor in a Featured Role in a Play,Joe Mantegna,Glengarry Glen Ross
11/24/2021 15:16:58,1984,Best Performance by an Actress in a Featured Role in a Musical,Lila Kedrova,Zorba
11/24/2021 15:17:17,1984,Best Performance by an Actress in a Featured Role in a Play,Christine Baranski,The Real Thing
11/24/2021 15:17:39,1984,Best Book of a Musical,Harvey Fierstein,La Cage aux Folles
11/24/2021 15:17:59,1984,Best Choreography,Danny Daniels,The Tap Dance Kid
11/24/2021 15:18:49,1984,Best Costume Design of a Musical,Theoni V. Aldredge,La Cage aux Folles
11/24/2021 15:19:12,1984,Best Direction of a Musical,Arthur Laurents,La Cage aux Folles
11/24/2021 15:19:30,1984,Best Direction of a Play,Mike Nichols,The Real Thing
11/24/2021 15:19:53,1984,Best Lighting Design of a Musical,Richard Nelson,Sunday in the Park with George
11/24/2021 15:20:12,1984,Best Musical,La Cage aux Folles,La Cage aux Folles
11/24/2021 15:20:31,1984,Best Original Score,Jerry Herman,La Cage aux Folles
11/24/2021 15:20:52,1984,Best Play,The Real Thing,The Real Thing
11/24/2021 15:21:12,1984,Best Revival of a Play,Death of a Salesman,Death of a Salesman
11/24/2021 15:21:28,1984,Best Scenic Design of a Musical,Tony Straiges,Sunday in the Park with George
11/24/2021 16:45:01,1985,Best Performance by an Actor in a Leading Role in a Play,Derek Jacobi,Much Ado About Nothing
11/24/2021 16:45:17,1985,Best Performance by an Actress in a Leading Role in a Play,Stockard Channing,Joe Egg
11/24/2021 16:45:42,1985,Best Performance by an Actor in a Featured Role in a Musical,Ron Richardson,Big River
11/24/2021 16:46:11,1985,Best Performance by an Actor in a Featured Role in a Play,Barry Miller,Biloxi Blues
11/24/2021 16:46:33,1985,Best Performance by an Actress in a Featured Role in a Musical,Leilani Jones,Grind
11/24/2021 16:46:51,1985,Best Performance by an Actress in a Featured Role in a Play,Judith Ivery,Hurlyburly
11/24/2021 16:47:18,1985,Best Book of a Musical,William Hauptman,Big River
11/24/2021 16:47:38,1985,Best Costume Design of a Musical,Florence Klotz,Grind
11/24/2021 16:48:01,1985,Best Direction of a Musical,Des McAnuff,Big River
11/24/2021 16:48:25,1985,Best Direction of a Play,Gene Saks,Biloxi Blues
11/24/2021 16:48:47,1985,Best Lighting Design of a Musical,Richard Riddell,Big River
11/24/2021 16:49:04,1985,Best Musical,Big River,Big River
11/24/2021 16:49:27,1985,Best Original Score,Roger Miller,Big River
11/24/2021 16:49:43,1985,Best Play,Biloxi Blues,Biloxi Blues
11/24/2021 16:50:01,1985,Best Revival of a Play,Joe Egg,Joe Egg
11/24/2021 16:50:24,1985,Best Scenic Design of a Musical,Heidi Landesman,Big River
11/24/2021 16:50:54,1986,Best Performance by an Actor in a Leading Role in a Musical,George Rose,The Mystery of Edwin Drood
11/24/2021 16:51:59,1986,Best Performance by an Actor in a Leading Role in a Play,Judd Hirsch,I'm Not Rappaport
11/24/2021 16:52:54,1986,Best Performance by an Actress in a Leading Role in a Musical,Bernadette Peters,Song & Dance
11/24/2021 16:53:19,1986,Best Performance by an Actress in a Leading Role in a Play,Lily Tomlin,The Search for Signs of Intelligent Life in the Universe
11/24/2021 16:53:54,1986,Best Performance by an Actor in a Featured Role in a Musical,Michael Rupert,Sweet Charity
11/24/2021 16:54:13,1986,Best Performance by an Actor in a Featured Role in a Play,John Mahoney,The House of Blue Leaves
11/24/2021 16:54:50,1986,Best Performance by an Actress in a Featured Role in a Musical,Bebe Neuwirth,Sweet Charity
11/24/2021 16:55:13,1986,Best Performance by an Actress in a Featured Role in a Play,Swoosie Kurtz,The House of Blue Leaves
11/24/2021 16:55:40,1986,Best Book of a Musical,Rupert Holmes,The Mystery of Edwin Drood
11/24/2021 16:56:00,1986,Best Choreography,Bob Fosse,Big Deal
11/24/2021 16:56:23,1986,Best Costume Design of a Musical,Patricia Zipprodt,Sweet Charity
11/24/2021 16:56:43,1986,Best Direction of a Musical,Wilford Leach,The Mystery of Edwin Drood
11/24/2021 16:57:08,1986,Best Direction of a Play,Jerry Zaks,The House of Blue Leaves
11/24/2021 16:57:47,1986,Best Lighting Design of a Play,Pat Collins,I'm Not Rappaport
11/24/2021 16:58:21,1986,Best Musical,The Mystery of Edwin Drood,The Mystery of Edwin Drood
11/24/2021 16:58:35,1986,Best Original Score,Rupert Holmes,The Mystery of Edwin Drood
11/24/2021 16:58:54,1986,Best Play,I'm Not Rappaport,I'm Not Rappaport
11/24/2021 16:59:12,1986,Best Revival of a Musical,Sweet Charity,Sweet Charity
11/24/2021 16:59:28,1986,Best Scenic Design of a Play,Tony Walton,The House of Blue Leaves
11/24/2021 17:00:53,1987,Best Performance by an Actor in a Leading Role in a Musical,Robert Lindsay,Me and My Girl
11/24/2021 17:01:11,1987,Best Performance by an Actor in a Leading Role in a Play,James Earl Jones,Fences
11/24/2021 17:01:33,1987,Best Performance by an Actress in a Leading Role in a Musical,Maryann Plunkett,Me and My Girl
11/24/2021 17:02:02,1987,Best Performance by an Actress in a Leading Role in a Play,Linda Lavin,Broadway Bound
11/24/2021 17:02:24,1987,Best Performance by an Actor in a Featured Role in a Musical,Michael Maguire,Les Miserables
11/24/2021 17:02:46,1987,Best Performance by an Actor in a Featured Role in a Play,John Randolph,Broadway Bound
11/24/2021 17:03:17,1987,Best Performance by an Actress in a Featured Role in a Musical,Frances Ruffelle,Les Miserables
11/24/2021 17:03:34,1987,Best Performance by an Actress in a Featured Role in a Play,Mary Alice,Fences
11/24/2021 17:04:02,1987,Best Book of a Musical,Alain Boublil,Les Miserables
11/24/2021 17:04:02,1987,Best Book of a Musical,Claude-Michel Schonberg,Les Miserables
11/24/2021 17:04:20,1987,Best Choreography,Gillian Gregory,Me and My Girl
11/24/2021 17:04:49,1987,Best Costume Design of a Musical,John Napier,Starlight Express
11/24/2021 17:05:14,1987,Best Direction of a Musical,Trevor Nunn,Les Miserables
11/24/2021 17:05:14,1987,Best Direction of a Musical,John Caird,Les Miserables
11/24/2021 17:05:33,1987,Best Direction of a Play,Lloyd Richards,Fences
11/24/2021 17:05:49,1987,Best Lighting Design of a Musical,David Hersey,Les Miserables
11/24/2021 17:06:03,1987,Best Musical,Les Miserables,Les Miserables
11/24/2021 17:06:53,1987,Best Original Score,Claude-Michel Schonberg,Les Miserables
11/24/2021 17:06:53,1987,Best Original Score,Herbert Kretzmer,Les Miserables
11/24/2021 17:06:53,1987,Best Original Score,Alain Boublil,Les Miserables
11/24/2021 17:07:08,1987,Best Play,Fences,Fences
11/24/2021 17:07:29,1987,Best Revival of a Play,All My Sons,All My Sons
11/24/2021 17:07:44,1987,Best Scenic Design of a Musical,John Napier,Les Miserables
11/24/2021 17:21:53,1988,Best Performance by an Actor in a Leading Role in a Musical,Michael Crawford,The Phantom of the Opera
11/24/2021 17:22:13,1988,Best Performance by an Actor in a Leading Role in a Play,Ron Silver,Speed the Plow
11/24/2021 17:22:46,1988,Best Performance by an Actress in a Leading Role in a Musical,Joanna Gleason,Into the Woods
11/24/2021 17:23:24,1988,Best Performance by an Actress in a Leading Role in a Play,Joan Allen,Burn This
11/24/2021 17:23:47,1988,Best Performance by an Actor in a Featured Role in a Musical,Bill McCutcheon,Anything Goes
11/24/2021 17:24:27,1988,Best Performance by an Actor in a Featured Role in a Play,B.D. Wong,M. Butterfly
11/24/2021 17:24:44,1988,Best Performance by an Actress in a Featured Role in a Musical,Judy Kaye,The Phantom of the Opera
11/24/2021 17:25:10,1988,Best Performance by an Actress in a Featured Role in a Play,L. Scott Caldwell,Joe Turner's Come and Gone
11/24/2021 17:25:25,1988,Best Book of a Musical,James Lapine,Into the Woods
11/24/2021 17:25:44,1988,Best Choreography,Michael Smuin,Anything Goes
11/24/2021 17:26:06,1988,Best Costume Design of a Musical,Maria Bjornson,The Phantom of the Opera
11/24/2021 17:26:27,1988,Best Direction of a Musical,Harold Prince,The Phantom of the Opera
11/24/2021 17:27:03,1988,Best Direction of a Play,John Dexter,M. Butterfly
11/24/2021 17:27:27,1988,Best Lighting Design of a Musical,Andrew Bridge,The Phantom of the Opera
11/24/2021 17:27:46,1988,Best Musical,The Phantom of the Opera,The Phantom of the Opera
11/24/2021 17:28:07,1988,Best Original Score,Stephen Sondheim,Into the Woods
11/24/2021 17:28:22,1988,Best Play,M. Butterfly,M. Butterfly
11/24/2021 17:28:39,1988,Best Revival of a Musical,Anything Goes,Anything Goes
11/24/2021 17:28:57,1988,Best Scenic Design of a Musical,Maria Bjornson,The Phantom of the Opera
11/24/2021 23:28:56,1989,Best Performance by an Actor in a Leading Role in a Musical,Jason Alexander,Jerome Robbins' Broadway
11/24/2021 23:30:40,1989,Best Performance by an Actor in a Leading Role in a Play,Philip Bosco,Lend Me a Tenor
11/24/2021 23:33:48,1989,Best Performance by an Actress in a Leading Role in a Musical,Ruth Brown,Black and Blue
11/24/2021 23:38:08,1989,Best Performance by an Actress in a Leading Role in a Play,Pauline Collins,Shirley Valentine
11/24/2021 23:39:35,1989,Best Performance by an Actor in a Featured Role in a Musical,Scott Wise,Jerome Robbins' Broadway
11/24/2021 23:40:49,1989,Best Performance by an Actor in a Featured Role in a Play,Boyd Gaines,The Heidi Chronicles
11/24/2021 23:42:36,1989,Best Performance by an Actress in a Featured Role in a Musical,Debbie Shapiro,Jerome Robbins' Broadway
11/25/2021 8:51:55,1989,Best Performance by an Actor in a Featured Role in a Play,Christine Baranski,Rumors
11/25/2021 8:59:40,1989,Best Choreography,Cholly Atkins,Black and Blue
11/25/2021 8:59:40,1989,Best Choreography,Henry LeTang,Black and Blue
11/25/2021 8:59:40,1989,Best Choreography,Frankie Manning,Black and Blue
11/25/2021 8:59:40,1989,Best Choreography,Fayard Nicholas,Black and Blue
11/25/2021 9:02:59,1989,Best Costume Design of a Musical,Claudio Segovio,Black and Blue
11/25/2021 9:02:59,1989,Best Costume Design of a Musical,Hector Orezzoli,Black and Blue
11/25/2021 9:03:25,1989,Best Direction of a Musical,Jerome Robbins,Jerome Robbins' Broadway
11/25/2021 9:04:37,1989,Best Direction of a Play,Jerry Zaks,Lend Me a Tenor
11/25/2021 9:05:33,1989,Best Lighting Design of a Musical,Jennifer Tipton,Jerome Robbins' Broadway
11/25/2021 9:06:00,1989,Best Musical,Jerome Robbins' Broadway,Jerome Robbins' Broadway
11/25/2021 9:06:37,1989,Best Play,The Heidi Chronicles,The Heidi Chronicles
11/25/2021 9:06:54,1989,Best Revival of a Play,Our Town,Our Town
11/25/2021 9:07:17,1989,Best Scenic Design of a Play,Santo Loquasto,Cafe Crown
11/25/2021 13:49:51,1990,Best Performance by an Actor in a Leading Role in a Musical,James Naughton,City of Angels
11/25/2021 13:50:05,1990,Best Performance by an Actor in a Leading Role in a Play,Robert Morse,Tru
11/25/2021 13:50:23,1990,Best Performance by an Actress in a Leading Role in a Musical,Tyne Daly,Gypsy
11/25/2021 13:50:46,1990,Best Performance by an Actress in a Leading Role in a Play,Maggie Smith,Lettice and Lovage
11/25/2021 13:51:07,1990,Best Performance by an Actor in a Featured Role in a Musical,Michael Jeter,"Grand Hotel, The Musical"
11/25/2021 13:51:27,1990,Best Performance by an Actor in a Featured Role in a Play,Charles Durning,Cat on a Hot Tin Roof
11/25/2021 13:53:05,1990,Best Performance by an Actress in a Featured Role in a Musical,Randy Graff,City of Angels
11/25/2021 13:53:27,1990,Best Performance by an Actress in a Featured Role in a Play,Margaret Tyzack,Lettice and Lovage
11/25/2021 13:53:50,1990,Best Book of a Musical,Larry Gelbart,City of Angels
11/25/2021 13:54:11,1990,Best Choreography,Tommy Tune,"Grand Hotel, The Musical"
11/25/2021 13:54:32,1990,Best Costume Design of a Musical,Santo Loquasto,"Grand Hotel, The Musical"
11/25/2021 13:54:57,1990,Best Direction of a Musical,Tommy Tune,"Grand Hotel, The Musical"
11/25/2021 13:55:15,1990,Best Direction of a Play,Frank Galati,Grapes of Wrath
11/25/2021 13:55:33,1990,Best Lighting Design of a Musical,Jules Fisher,"Grand Hotel, The Musical"
11/25/2021 13:55:49,1990,Best Musical,City of Angels,City of Angels
11/25/2021 13:56:28,1990,Best Original Score,Cy Coleman,City of Angels
11/25/2021 13:56:28,1990,Best Original Score,David Zippel,City of Angels
11/25/2021 13:56:54,1990,Best Play,The Grapes of Wrath,The Grapes of Wrath
11/25/2021 13:57:09,1990,Best Revival of a Musical,Gypsy,Gypsy
11/25/2021 13:57:37,1990,Best Scenic Design of a Musical,Robin Wagner,City of Angels
11/25/2021 13:58:44,1991,Best Performance by an Actor in a Leading Role in a Musical,Jonathan Pryce,Miss Saigon
11/25/2021 13:59:11,1991,Best Performance by an Actor in a Leading Role in a Play,Nigel Hawthorne,Shadowlands
11/25/2021 13:59:29,1991,Best Performance by an Actress in a Leading Role in a Musical,Lea Salonga,Miss Saigon
11/25/2021 13:59:49,1991,Best Performance by an Actress in a Leading Role in a Play,Mercedes Ruehl,Lost in Yonkers
11/25/2021 14:00:05,1991,Best Performance by an Actor in a Featured Role in a Musical,Hinton Battle,Miss Saigon
11/25/2021 14:08:41,1991,Best Performance by an Actor in a Featured Role in a Play,Kevin Spacey,Lost in Yonkers
11/25/2021 14:09:03,1991,Best Performance by an Actress in a Featured Role in a Musical,Daisy Eagan,The Secret Garden
11/25/2021 14:09:20,1991,Best Performance by an Actress in a Featured Role in a Play,Irene Worth,Lost in Yonkers
11/25/2021 14:09:42,1991,Best Book of a Musical,Marsha Norman,The Secret Garden
